record_id,city,cmhc_centre,neighbourhood,bedroom_type,unit_type,monthly_rent,cmhc_avg_rent_2br_2025,vacancy_rate_2025,turnover_rate_2025,rent_change_pct_2024_2025,latitude,longitude,record_type,source_category,source_reference,vacancy_quality_code,rent_quality_code
SYN-1139,Oshawa,Oshawa CMA,Oshawa area 03,1 Bedroom,Townhouse,1310,1754,3.7,4.8,,43.871921,-78.851769,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1140,Brantford,Brantford CMA,Brantford area 09,1 Bedroom,Apartment,1225,1619,3.5,14.5,,43.085436,-80.390167,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1141,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 01,1 Bedroom,Townhouse,1595,1926,3,15.4,3.4,45.421009,-75.761877,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1142,Kingston,Kingston CMA,Kingston area 02,1 Bedroom,Apartment,1490,1764,2.4,17.3,2.4,44.260271,-76.52533,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1143,Oshawa,Oshawa CMA,Oshawa area 01,2 Bedroom,Apartment,1820,1754,3.7,4.8,,43.816782,-78.984773,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1144,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 11,1 Bedroom,Apartment,1250,1832,4.1,16.1,3.3,43.401605,-80.424945,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1145,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 01,1 Bedroom,Apartment,1410,1527,3.9,12.8,5.5,43.207364,-79.133834,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1146,Oshawa,Oshawa CMA,Oshawa area 07,1 Bedroom,Apartment,1435,1754,3.7,4.8,,43.953726,-78.892497,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1147,Barrie,Barrie CMA,Barrie area 04,1 Bedroom,Apartment,1490,1755,4.3,12.8,4.3,44.434067,-79.771499,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1148,Toronto,Toronto CMA,Toronto area 04,2 Bedroom,Townhouse,2120,2046,3,8.7,3.4,43.621332,-79.497673,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1149,Thunder Bay,Thunder Bay CMA,Thunder Bay area 10,2 Bedroom,Townhouse,1650,1495,4,3.4,6.8,48.392589,-89.285431,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1150,Hamilton,Hamilton CMA,Hamilton area 06,1 Bedroom,Apartment,1465,1656,3.6,13.1,1.6,43.25566,-79.827479,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1151,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 06,1 Bedroom,Townhouse,1655,1926,3,15.4,3.4,45.477229,-75.686485,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1152,Barrie,Barrie CMA,Barrie area 06,2 Bedroom,Apartment,1630,1755,4.3,12.8,4.3,44.473829,-79.787224,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1153,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 06,3 Bedroom,Apartment,1965,1558,1.2,6.6,,46.468987,-81.000327,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1154,Toronto,Toronto CMA,Toronto area 09,2 Bedroom,Apartment,2030,2046,3,8.7,3.4,43.571848,-79.492577,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1155,Kingston,Kingston CMA,Kingston area 04,Studio,Townhouse,1360,1764,2.4,17.3,2.4,44.313469,-76.51785,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1156,London,London CMA,London area 01,1 Bedroom,Apartment,1365,1651,4,15.1,4.1,42.975833,-81.28121,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1157,Kingston,Kingston CMA,Kingston area 12,1 Bedroom,Townhouse,1290,1764,2.4,17.3,2.4,44.157028,-76.508773,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1158,Brantford,Brantford CMA,Brantford area 07,1 Bedroom,Apartment,1520,1619,3.5,14.5,,43.065386,-80.34507,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1159,Windsor,Windsor CMA,Windsor area 01,1 Bedroom,Apartment,1100,1454,3.7,12.2,3.6,42.351867,-83.097136,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1160,Hamilton,Hamilton CMA,Hamilton area 06,1 Bedroom,Townhouse,1400,1656,3.6,13.1,1.6,43.27667,-79.940621,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1161,Windsor,Windsor CMA,Windsor area 12,1 Bedroom,Apartment,1185,1454,3.7,12.2,3.6,42.391099,-83.048218,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1162,Oshawa,Oshawa CMA,Oshawa area 10,1 Bedroom,Apartment,1350,1754,3.7,4.8,,43.880111,-78.954734,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1163,Thunder Bay,Thunder Bay CMA,Thunder Bay area 03,1 Bedroom,Apartment,1215,1495,4,3.4,6.8,48.420629,-89.385114,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1164,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 12,3 Bedroom,Apartment,1820,1527,3.9,12.8,5.5,43.192731,-79.365689,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1165,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 02,3 Bedroom,Townhouse,2665,1832,4.1,16.1,3.3,43.550663,-80.609165,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1166,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 08,1 Bedroom,Apartment,1570,1926,3,15.4,3.4,45.372053,-75.695472,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1167,Barrie,Barrie CMA,Barrie area 01,Studio,Townhouse,1170,1755,4.3,12.8,4.3,44.460555,-79.719218,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1168,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 08,Studio,Apartment,1125,1527,3.9,12.8,5.5,43.124822,-79.178719,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1169,Toronto,Toronto CMA,Toronto area 03,Studio,Apartment,1365,2046,3,8.7,3.4,43.647358,-79.44425,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1170,Kingston,Kingston CMA,Kingston area 12,2 Bedroom,Apartment,1625,1764,2.4,17.3,2.4,44.166647,-76.590908,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1171,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 01,1 Bedroom,Apartment,1255,1558,1.2,6.6,,46.463317,-81.075308,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1172,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 11,1 Bedroom,Apartment,1445,1832,4.1,16.1,3.3,43.5189,-80.406679,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1173,Guelph,Guelph CMA,Guelph area 04,1 Bedroom,Apartment,1335,1802,3.1,15.1,4.6,43.454533,-80.28203,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1174,London,London CMA,London area 01,1 Bedroom,Apartment,1400,1651,4,15.1,4.1,42.924897,-81.377614,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1175,Barrie,Barrie CMA,Barrie area 11,1 Bedroom,Apartment,1420,1755,4.3,12.8,4.3,44.481149,-79.803201,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1176,Kingston,Kingston CMA,Kingston area 06,2 Bedroom,Apartment,1720,1764,2.4,17.3,2.4,44.214336,-76.595504,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1177,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 04,2 Bedroom,Apartment,1685,1926,3,15.4,3.4,45.400513,-75.71775,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1178,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 06,Studio,Apartment,1090,1832,4.1,16.1,3.3,43.386324,-80.51946,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1179,Barrie,Barrie CMA,Barrie area 01,1 Bedroom,Townhouse,1585,1755,4.3,12.8,4.3,44.345092,-79.655621,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1180,Brantford,Brantford CMA,Brantford area 02,3 Bedroom,Townhouse,2385,1619,3.5,14.5,,43.099707,-80.237301,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1181,Kingston,Kingston CMA,Kingston area 12,1 Bedroom,Apartment,1200,1764,2.4,17.3,2.4,44.270463,-76.436344,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1182,Hamilton,Hamilton CMA,Hamilton area 02,1 Bedroom,Apartment,1190,1656,3.6,13.1,1.6,43.351304,-79.825413,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1183,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 01,Studio,Townhouse,1300,1926,3,15.4,3.4,45.367985,-75.672276,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1184,London,London CMA,London area 04,Studio,Apartment,1205,1651,4,15.1,4.1,42.94667,-81.180255,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1185,Brantford,Brantford CMA,Brantford area 04,Studio,Apartment,1045,1619,3.5,14.5,,43.11455,-80.225469,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1186,Toronto,Toronto CMA,Toronto area 01,2 Bedroom,Apartment,2045,2046,3,8.7,3.4,43.580053,-79.433636,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1187,Thunder Bay,Thunder Bay CMA,Thunder Bay area 04,2 Bedroom,Apartment,1495,1495,4,3.4,6.8,48.427475,-89.295058,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1188,Belleville,Belleville - Quinte West CMA,Belleville area 04,3 Bedroom,Apartment,1725,1484,3.4,16.9,,44.22309,-77.328478,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1189,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 04,2 Bedroom,Apartment,1545,1558,1.2,6.6,,46.565673,-81.117921,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1190,Belleville,Belleville - Quinte West CMA,Belleville area 03,2 Bedroom,Apartment,1490,1484,3.4,16.9,,44.250455,-77.487593,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1191,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 07,1 Bedroom,Apartment,1390,1832,4.1,16.1,3.3,43.384432,-80.575828,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1192,Kingston,Kingston CMA,Kingston area 11,2 Bedroom,Apartment,1830,1764,2.4,17.3,2.4,44.188271,-76.500439,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1193,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 08,1 Bedroom,Townhouse,1910,1832,4.1,16.1,3.3,43.431249,-80.58403,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1194,Thunder Bay,Thunder Bay CMA,Thunder Bay area 08,2 Bedroom,Townhouse,1770,1495,4,3.4,6.8,48.432965,-89.151459,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1195,Barrie,Barrie CMA,Barrie area 03,2 Bedroom,Townhouse,2040,1755,4.3,12.8,4.3,44.473706,-79.66366,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1196,Kingston,Kingston CMA,Kingston area 09,1 Bedroom,Townhouse,1405,1764,2.4,17.3,2.4,44.192369,-76.546507,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1197,Windsor,Windsor CMA,Windsor area 09,Studio,Apartment,980,1454,3.7,12.2,3.6,42.398126,-83.170504,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1198,Peterborough,Peterborough CMA,Peterborough area 06,1 Bedroom,Townhouse,1280,1518,3.1,8.4,,44.397157,-78.188201,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1199,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 10,1 Bedroom,Apartment,1255,1558,1.2,6.6,,46.576021,-81.026458,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1200,Kingston,Kingston CMA,Kingston area 12,1 Bedroom,Townhouse,1580,1764,2.4,17.3,2.4,44.322619,-76.410282,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1201,Peterborough,Peterborough CMA,Peterborough area 07,2 Bedroom,Townhouse,1560,1518,3.1,8.4,,44.220641,-78.351749,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1202,London,London CMA,London area 12,1 Bedroom,Apartment,1280,1651,4,15.1,4.1,43.069194,-81.283189,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1203,Barrie,Barrie CMA,Barrie area 10,2 Bedroom,Apartment,1745,1755,4.3,12.8,4.3,44.425613,-79.759069,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1204,Kingston,Kingston CMA,Kingston area 07,Studio,Apartment,1300,1764,2.4,17.3,2.4,44.260079,-76.369639,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1205,Brantford,Brantford CMA,Brantford area 09,2 Bedroom,Apartment,1670,1619,3.5,14.5,,43.124774,-80.21182,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1206,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 02,2 Bedroom,Townhouse,1630,1558,1.2,6.6,,46.542192,-80.869733,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1207,Guelph,Guelph CMA,Guelph area 12,2 Bedroom,Apartment,1845,1802,3.1,15.1,4.6,43.486705,-80.179691,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1208,Oshawa,Oshawa CMA,Oshawa area 02,Studio,Apartment,1130,1754,3.7,4.8,,43.960378,-79.004138,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1209,Thunder Bay,Thunder Bay CMA,Thunder Bay area 04,2 Bedroom,Apartment,1490,1495,4,3.4,6.8,48.35583,-89.186256,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1210,Windsor,Windsor CMA,Windsor area 03,1 Bedroom,Apartment,1140,1454,3.7,12.2,3.6,42.305032,-82.951373,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1211,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 08,Studio,Apartment,1270,1832,4.1,16.1,3.3,43.548189,-80.39012,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1212,Guelph,Guelph CMA,Guelph area 02,3 Bedroom,Apartment,2115,1802,3.1,15.1,4.6,43.460762,-80.362514,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1213,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 01,Studio,Apartment,960,1527,3.9,12.8,5.5,43.193961,-79.356349,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1214,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 01,2 Bedroom,Apartment,1460,1527,3.9,12.8,5.5,43.192464,-79.167606,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1215,Guelph,Guelph CMA,Guelph area 08,1 Bedroom,Apartment,1380,1802,3.1,15.1,4.6,43.637212,-80.312812,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1216,Windsor,Windsor CMA,Windsor area 06,2 Bedroom,Townhouse,1670,1454,3.7,12.2,3.6,42.28221,-82.987212,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1217,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 06,2 Bedroom,Apartment,1855,1926,3,15.4,3.4,45.332948,-75.738224,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1218,Guelph,Guelph CMA,Guelph area 03,Studio,Townhouse,1240,1802,3.1,15.1,4.6,43.589844,-80.141149,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1219,Barrie,Barrie CMA,Barrie area 11,2 Bedroom,Apartment,1965,1755,4.3,12.8,4.3,44.339108,-79.703757,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1220,Windsor,Windsor CMA,Windsor area 06,2 Bedroom,Apartment,1400,1454,3.7,12.2,3.6,42.215526,-82.999055,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1221,Barrie,Barrie CMA,Barrie area 08,2 Bedroom,Apartment,1965,1755,4.3,12.8,4.3,44.424986,-79.764871,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1222,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 08,2 Bedroom,Apartment,1520,1558,1.2,6.6,,46.461367,-80.865444,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1223,Guelph,Guelph CMA,Guelph area 12,2 Bedroom,Apartment,1635,1802,3.1,15.1,4.6,43.618772,-80.144388,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1224,Belleville,Belleville - Quinte West CMA,Belleville area 09,1 Bedroom,Apartment,1125,1484,3.4,16.9,,44.12307,-77.33495,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1225,Toronto,Toronto CMA,Toronto area 03,1 Bedroom,Townhouse,1960,2046,3,8.7,3.4,43.661334,-79.454142,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1226,Brantford,Brantford CMA,Brantford area 07,Studio,Apartment,1075,1619,3.5,14.5,,43.071447,-80.146825,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1227,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 09,1 Bedroom,Apartment,1135,1527,3.9,12.8,5.5,43.19352,-79.20153,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1228,Windsor,Windsor CMA,Windsor area 10,Studio,Apartment,830,1454,3.7,12.2,3.6,42.389288,-82.919617,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1229,Brantford,Brantford CMA,Brantford area 09,2 Bedroom,Townhouse,1930,1619,3.5,14.5,,43.184406,-80.222212,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1230,Thunder Bay,Thunder Bay CMA,Thunder Bay area 02,2 Bedroom,Apartment,1395,1495,4,3.4,6.8,48.332719,-89.310642,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1231,Brantford,Brantford CMA,Brantford area 07,1 Bedroom,Apartment,1325,1619,3.5,14.5,,43.112947,-80.167556,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1232,Barrie,Barrie CMA,Barrie area 06,1 Bedroom,Apartment,1385,1755,4.3,12.8,4.3,44.458824,-79.556002,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1233,Peterborough,Peterborough CMA,Peterborough area 09,2 Bedroom,Apartment,1365,1518,3.1,8.4,,44.253528,-78.348959,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1234,Toronto,Toronto CMA,Toronto area 08,1 Bedroom,Apartment,1655,2046,3,8.7,3.4,43.720643,-79.383246,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1235,Hamilton,Hamilton CMA,Hamilton area 06,2 Bedroom,Apartment,1650,1656,3.6,13.1,1.6,43.32125,-79.998974,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1236,Oshawa,Oshawa CMA,Oshawa area 10,2 Bedroom,Apartment,1500,1754,3.7,4.8,,43.851791,-78.769304,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1237,Windsor,Windsor CMA,Windsor area 06,2 Bedroom,Apartment,1285,1454,3.7,12.2,3.6,42.290242,-82.906266,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1238,Hamilton,Hamilton CMA,Hamilton area 04,2 Bedroom,Apartment,1660,1656,3.6,13.1,1.6,43.325314,-79.7518,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1239,Belleville,Belleville - Quinte West CMA,Belleville area 03,3 Bedroom,Apartment,1965,1484,3.4,16.9,,44.12262,-77.295375,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1240,Barrie,Barrie CMA,Barrie area 06,2 Bedroom,Apartment,1590,1755,4.3,12.8,4.3,44.373887,-79.697739,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1241,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 02,1 Bedroom,Apartment,1235,1558,1.2,6.6,,46.531922,-80.979053,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1242,Hamilton,Hamilton CMA,Hamilton area 08,1 Bedroom,Apartment,1585,1656,3.6,13.1,1.6,43.325662,-79.813545,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1243,Kingston,Kingston CMA,Kingston area 12,2 Bedroom,Townhouse,1865,1764,2.4,17.3,2.4,44.160165,-76.564674,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1244,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 02,2 Bedroom,Apartment,1725,1832,4.1,16.1,3.3,43.424045,-80.394383,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1245,Hamilton,Hamilton CMA,Hamilton area 08,1 Bedroom,Townhouse,1440,1656,3.6,13.1,1.6,43.166966,-79.910758,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
